epoch,train_loss,val_loss
212,7.89856e-05,7.92983e-05
213,0.00015378,0.000155544
214,8.43623e-05,8.32668e-05
215,3.24346e-05,3.24827e-05
216,3.97583e-05,3.96555e-05
217,3.32209e-05,3.33118e-05
218,4.117e-05,4.0921e-05
219,6.06205e-05,5.93521e-05
220,3.1136e-05,3.16572e-05
221,0.000138901,0.000132481
222,0.000127366,0.00012347
223,6.47714e-05,6.39376e-05
224,3.63793e-05,3.77102e-05
225,5.56628e-05,5.59886e-05
226,9.26506e-05,9.46349e-05
227,0.000152664,0.000151695
228,2.04035e-05,2.10191e-05
229,3.26296e-05,3.31245e-05
230,2.49184e-05,2.62739e-05
231,3.12074e-05,3.34189e-05
232,5.84129e-05,5.9807e-05
233,0.000171901,0.000171419
234,0.000100419,9.80211e-05
235,0.000158358,0.000155693
236,2.08277e-05,2.18681e-05
237,4.62509e-05,4.85224e-05
238,4.65757e-05,4.62171e-05
239,2.85868e-05,2.99196e-05
240,3.15225e-05,3.06627e-05
241,8.33771e-05,8.06896e-05
242,5.61579e-05,5.35789e-05
243,4.15892e-05,4.40699e-05
244,9.92375e-05,9.51798e-05
245,9.52046e-05,9.66943e-05
246,2.15722e-05,2.16959e-05
247,1.96005e-05,1.98768e-05
248,3.79128e-05,3.72811e-05
249,6.04694e-05,5.99369e-05
250,3.68234e-05,3.73797e-05
251,3.05444e-05,3.09996e-05
252,4.45636e-05,4.40749e-05
253,3.97326e-05,4.04803e-05
254,0.000139507,0.000139805
255,2.24352e-05,2.25323e-05
256,3.7314e-05,3.75084e-05
257,0.000353946,0.000349068
258,4.51037e-05,4.4182e-05
259,2.7674e-05,2.76654e-05
260,1.26991e-05,1.23159e-05
261,3.9102e-05,3.93731e-05
262,4.78681e-05,4.64885e-05
263,2.6408e-05,2.76764e-05
264,3.70959e-05,3.69047e-05
265,2.74796e-05,2.75573e-05
266,3.54039e-05,3.48446e-05
267,3.9815e-05,3.95526e-05
268,0.000142115,0.000143703
269,4.84587e-05,4.89418e-05
270,4.38705e-05,4.33871e-05
271,0.000105586,0.000105717
272,8.05855e-05,8.06291e-05
273,2.20145e-05,2.2242e-05
274,6.90103e-05,6.88584e-05
275,7.46329e-05,7.55753e-05
276,4.93421e-05,4.86208e-05
277,0.000140363,0.000141865
278,2.54251e-05,2.51081e-05
279,2.66823e-05,2.65118e-05
280,2.45619e-05,2.37395e-05
281,3.15478e-05,3.03601e-05
282,2.62398e-05,2.67475e-05
283,2.54179e-05,2.52839e-05
284,4.45192e-05,4.39711e-05
285,2.18106e-05,2.17961e-05
286,1.91679e-05,1.81024e-05
287,3.2167e-05,3.26512e-05
288,1.30883e-05,1.29739e-05
289,2.12421e-05,2.1639e-05
290,3.40095e-05,3.37404e-05
291,0.000107476,0.000107111
292,3.01906e-05,3.05357e-05
293,2.29736e-05,2.41803e-05
294,1.62627e-05,1.7134e-05
295,2.88832e-05,2.88657e-05
296,2.26094e-05,2.16842e-05
297,2.19569e-05,2.25811e-05
298,6.55299e-05,6.62441e-05
299,3.63865e-05,3.60637e-05
300,4.12849e-05,3.96748e-05
301,3.04125e-05,3.07315e-05
302,3.558e-05,3.75623e-05
303,4.57117e-05,4.52816e-05
304,5.07236e-05,5.20732e-05
305,0.000100196,0.000101895
306,2.86081e-05,2.81994e-05
307,2.32019e-05,2.33111e-05
308,0.000104108,0.000101502
309,6.20953e-05,6.16374e-05
310,2.00579e-05,2.09957e-05
311,2.95904e-05,2.98255e-05
312,1.76347e-05,1.78288e-05
313,4.61911e-05,4.46382e-05
314,3.22339e-05,3.24228e-05
315,2.7146e-05,2.7354e-05
316,0.000103848,0.000103433
317,2.26767e-05,2.2247e-05
318,0.000167099,0.000169675
319,0.000100816,0.000102661
320,3.15723e-05,3.16989e-05
321,7.63082e-05,7.5197e-05
322,9.19425e-05,9.18105e-05
323,4.65053e-05,4.66987e-05
324,3.58532e-05,3.44999e-05
325,2.35038e-05,2.38116e-05
326,3.81691e-05,3.94897e-05
327,3.60892e-05,3.63734e-05
328,2.13012e-05,2.19338e-05
329,1.76231e-05,1.79987e-05
330,3.57822e-05,3.6929e-05
331,3.62351e-05,3.63567e-05
332,6.9186e-05,6.67645e-05
333,4.11001e-05,4.04506e-05
334,2.32134e-05,2.37225e-05
335,5.97688e-05,6.0482e-05
336,2.59922e-05,2.6607e-05
337,3.11482e-05,3.03748e-05
338,3.76998e-05,3.60222e-05
339,2.77671e-05,2.69158e-05
340,7.14737e-05,7.00411e-05
341,8.91229e-05,8.65727e-05
342,4.43305e-05,4.46791e-05
343,5.21798e-05,5.13289e-05
344,7.38137e-05,7.51634e-05
345,0.000110475,0.000111943
346,0.000272806,0.000267343
347,9.10433e-05,9.40076e-05
348,0.000204186,0.000203975
349,8.04982e-05,8.00647e-05
350,3.51646e-05,3.54111e-05
351,3.91313e-05,4.01425e-05
352,2.82641e-05,2.8961e-05
353,4.80351e-05,4.76516e-05
354,6.62535e-05,6.77089e-05
355,0.000226841,0.000227142
356,6.9566e-05,6.97778e-05
357,0.000161041,0.000162905
358,0.000196266,0.000199165
359,3.47497e-05,3.559e-05
360,0.000115847,0.000118025
361,3.1648e-05,3.15005e-05
362,2.3355e-05,2.39585e-05
363,2.56101e-05,2.54833e-05
364,2.53158e-05,2.51377e-05
365,0.000206351,0.000206311
366,2.92994e-05,2.82364e-05
367,4.05342e-05,3.90509e-05
368,4.19964e-05,4.2374e-05
369,0.000116392,0.000119013
370,2.20942e-05,2.15685e-05
371,0.000216508,0.000217405
372,3.23666e-05,3.1099e-05
373,6.61338e-05,6.71979e-05
374,6.68134e-05,6.59374e-05
375,2.91971e-05,2.94052e-05
376,6.37418e-05,6.4103e-05
377,4.45361e-05,4.53018e-05
378,5.97224e-05,6.20198e-05
379,6.31488e-05,6.11499e-05
380,2.5495e-05,2.5206e-05
381,2.17453e-05,2.18451e-05
382,4.72099e-05,4.86916e-05
383,2.6924e-05,2.7697e-05
384,3.52269e-05,3.47118e-05
385,5.88316e-05,6.01947e-05
386,3.94468e-05,4.0202e-05
387,4.15175e-05,4.25979e-05
388,3.43454e-05,3.41672e-05
389,0.000167322,0.000169122
390,0.000370739,0.000364415
391,4.9225e-05,4.81969e-05
392,6.85574e-05,6.92862e-05
393,3.58333e-05,3.67995e-05
394,3.86501e-05,3.88163e-05
395,6.20083e-05,6.28053e-05
396,5.33587e-05,5.35437e-05
397,9.04873e-05,9.13982e-05
398,0.000303231,0.000308579
399,5.19436e-05,5.14056e-05
400,2.99141e-05,3.09747e-05
401,4.32995e-05,4.34626e-05
402,3.41432e-05,3.43852e-05
403,6.89105e-05,6.81174e-05
404,7.2687e-05,7.34116e-05
405,0.000109768,0.000109678
406,4.38286e-05,4.31572e-05
407,4.38737e-05,4.32008e-05
408,5.0982e-05,5.08171e-05
409,4.92238e-05,4.89117e-05
410,7.33258e-05,7.34387e-05
411,7.01631e-05,6.98135e-05
412,3.28982e-05,3.24572e-05
413,2.56926e-05,2.6427e-05
414,6.82597e-05,6.92779e-05
415,2.6593e-05,2.65622e-05
416,2.82761e-05,2.79695e-05
417,4.50277e-05,4.47314e-05
418,2.82596e-05,2.85478e-05
419,5.00284e-05,5.0438e-05
420,2.54386e-05,2.61314e-05
421,3.01719e-05,3.08295e-05
422,0.00016401,0.000160268
423,0.0002009,0.000205488
424,6.24663e-05,6.36001e-05
425,6.98464e-05,7.13962e-05
426,9.34137e-05,9.42047e-05
427,5.94686e-05,5.90403e-05
428,3.38742e-05,3.44471e-05
429,6.50541e-05,6.57565e-05
430,5.27962e-05,5.34949e-05
431,0.000125388,0.000129212
432,4.11526e-05,4.24668e-05
433,0.000176721,0.000178782
434,3.34804e-05,3.39895e-05
435,9.31885e-05,9.42157e-05
436,0.000200919,0.000202619
437,0.00035207,0.000356869
438,2.49498e-05,2.64589e-05
439,0.00012382,0.000125673
440,0.000154752,0.00015738
441,0.000129053,0.000128272
442,2.83928e-05,2.8643e-05
443,2.70913e-05,2.7749e-05
444,2.68866e-05,2.76899e-05
445,0.000106353,0.00010746
446,6.04477e-05,6.13479e-05
447,3.71448e-05,3.70777e-05
448,0.000132685,0.000133899
449,0.000119519,0.000117494
450,3.32955e-05,3.38148e-05
451,3.90349e-05,3.80628e-05
452,2.63653e-05,2.62119e-05
453,6.71263e-05,6.75588e-05
454,9.41025e-05,9.63832e-05
455,0.000179296,0.000179616
456,0.000304704,0.000310678
457,3.65955e-05,3.75009e-05
458,2.67683e-05,2.66416e-05
459,6.15139e-05,6.25742e-05
460,6.41275e-05,6.26787e-05
461,3.60157e-05,3.64856e-05
462,8.89079e-05,8.95524e-05
463,6.34073e-05,6.50788e-05
464,8.15316e-05,8.3649e-05
465,3.67321e-05,3.6809e-05
466,0.000480665,0.000483485
467,3.88205e-05,3.8e-05
468,6.75332e-05,6.88718e-05
469,3.35699e-05,3.45073e-05
470,0.000232005,0.000224715
471,3.11426e-05,3.01361e-05
472,3.00269e-05,3.00447e-05
473,3.67435e-05,3.78188e-05
474,4.57721e-05,4.5277e-05
475,4.66768e-05,4.77076e-05
476,2.94069e-05,3.11598e-05
477,8.38305e-05,8.32131e-05
478,3.71843e-05,3.85426e-05
479,2.70933e-05,2.90448e-05
480,5.96066e-05,6.13198e-05
481,7.64036e-05,7.83389e-05
482,3.19528e-05,3.28952e-05
483,0.00039239,0.000393407
484,4.26914e-05,4.41024e-05
485,2.98281e-05,3.10789e-05
486,3.21132e-05,3.35891e-05
487,2.61866e-05,2.72627e-05
488,5.84875e-05,6.09011e-05
489,8.03034e-05,8.11449e-05
490,0.000259777,0.000266034
491,2.11744e-05,2.16548e-05
492,5.16246e-05,5.31059e-05
493,2.64982e-05,2.66525e-05
494,4.82119e-05,5.00628e-05
495,5.62529e-05,5.69182e-05
496,3.3641e-05,3.44509e-05
497,5.17206e-05,5.25519e-05
498,5.33974e-05,5.36954e-05
499,3.83698e-05,3.91711e-05
500,0.00017551,0.00017208
501,1.72012e-05,1.83975e-05
502,5.05784e-05,5.30764e-05
503,5.47156e-05,5.60014e-05
504,2.97661e-05,3.02731e-05
505,2.94665e-05,2.9865e-05
506,3.34838e-05,3.41822e-05
507,3.8918e-05,4.05232e-05
508,6.37601e-05,6.50765e-05
509,2.08323e-05,2.14528e-05
510,0.000125544,0.000127882
511,1.92715e-05,1.94572e-05
512,2.62266e-05,2.55462e-05
513,5.52698e-05,5.60438e-05
514,3.66273e-05,3.73128e-05
515,0.000199622,0.00020567
516,4.02721e-05,4.04656e-05
517,0.000477596,0.000481646
518,2.46114e-05,2.46789e-05
519,7.18754e-05,7.21699e-05
520,3.26766e-05,3.3321e-05
521,4.05453e-05,3.94271e-05
522,4.77502e-05,4.64619e-05
523,5.75263e-05,5.8808e-05
524,4.27557e-05,4.22861e-05
525,2.47706e-05,2.50961e-05
526,5.05448e-05,5.08953e-05
527,1.84529e-05,1.84452e-05
528,4.94516e-05,4.79128e-05
529,0.000110535,0.000110727
530,1.99129e-05,2.07694e-05
531,2.46912e-05,2.55241e-05
532,0.00013963,0.000140984
533,2.72124e-05,2.81746e-05
534,2.80974e-05,2.92361e-05
535,9.69404e-05,9.49947e-05
536,0.000363984,0.000359238
537,1.69318e-05,1.79696e-05
538,3.94556e-05,3.98408e-05
539,1.92415e-05,1.91606e-05
540,1.3782e-05,1.41207e-05
541,3.43743e-05,3.45066e-05
542,0.000488208,0.000484469
543,5.02734e-05,5.08067e-05
544,2.9163e-05,2.90071e-05
545,5.25663e-05,5.25795e-05
546,0.000123106,0.00012484
547,1.50747e-05,1.53174e-05
548,2.51074e-05,2.49468e-05
549,5.90632e-05,5.67133e-05
550,5.93315e-05,5.98616e-05
551,5.81083e-05,5.79613e-05
552,6.52849e-05,6.48631e-05
553,2.06272e-05,2.02831e-05
554,6.87625e-05,6.81314e-05
555,2.44979e-05,2.42662e-05
556,1.35425e-05,1.33345e-05
557,1.44251e-05,1.43424e-05
558,1.12046e-05,1.11562e-05
559,1.80131e-05,1.8175e-05
560,8.31875e-05,8.3854e-05
561,0.000116951,0.000116037
562,2.82088e-05,2.8056e-05
563,0.00012756,0.000126926
564,4.90655e-05,4.92646e-05
565,9.45254e-05,9.48944e-05
566,2.75396e-05,2.82222e-05
567,1.81795e-05,1.80459e-05
568,5.883e-05,5.80345e-05
569,2.30111e-05,2.25395e-05
570,0.000107091,0.000107952
571,1.51343e-05,1.46724e-05
572,2.06809e-05,2.02356e-05
573,1.88801e-05,1.85464e-05
574,6.4912e-05,6.50076e-05
575,0.000128029,0.000129884
576,2.47344e-05,2.43141e-05
577,5.49383e-05,5.42235e-05
578,1.79401e-05,1.81506e-05
579,3.50635e-05,3.48862e-05
580,0.000129375,0.000129723
581,4.13663e-05,4.10964e-05
582,3.42715e-05,3.4371e-05
583,1.95389e-05,2.03059e-05
584,3.12607e-05,3.18156e-05
585,1.71136e-05,1.77172e-05
586,2.4365e-05,2.48748e-05
587,2.49866e-05,2.51845e-05
588,4.27572e-05,4.37123e-05
589,1.52481e-05,1.57823e-05
590,0.000151753,0.000151061
591,1.42499e-05,1.48738e-05
592,5.74662e-05,5.72142e-05
593,2.23688e-05,2.26133e-05
594,2.98982e-05,3.07702e-05
595,4.20489e-05,4.24545e-05
596,0.000142271,0.00014249
597,7.92471e-05,7.98589e-05
598,9.21505e-05,9.62121e-05
599,4.03643e-05,4.0361e-05
600,3.55228e-05,3.49605e-05
601,7.2496e-05,7.28526e-05
602,2.48982e-05,2.47053e-05
603,2.27325e-05,2.2903e-05
604,7.2059e-05,7.1328e-05
605,1.20268e-05,1.2021e-05
606,1.80742e-05,1.80499e-05
607,0.000134351,0.000135336
608,1.73471e-05,1.75528e-05
609,3.40692e-05,3.4491e-05
610,1.83674e-05,1.89866e-05
611,1.80979e-05,1.82292e-05
612,2.4012e-05,2.45733e-05
613,2.96116e-05,2.98192e-05
614,1.30781e-05,1.2936e-05
615,6.73694e-05,6.86066e-05
616,1.2303e-05,1.21923e-05
617,1.32025e-05,1.31084e-05
618,2.25922e-05,2.26118e-05
619,4.42338e-05,4.4061e-05
620,7.52412e-05,7.51469e-05
621,0.000150806,0.000150508
622,9.0826e-05,8.94975e-05
623,4.09214e-05,4.15983e-05
624,3.23957e-05,3.20572e-05
625,2.44167e-05,2.43809e-05
626,1.95457e-05,1.91882e-05
627,2.43741e-05,2.45208e-05
628,2.26205e-05,2.24947e-05
629,1.18571e-05,1.20038e-05
630,9.69637e-05,9.46602e-05
631,3.23071e-05,3.31905e-05
632,2.14205e-05,2.11724e-05
633,4.11438e-05,4.1566e-05
634,4.76317e-05,4.7145e-05
635,2.53853e-05,2.53698e-05
636,4.19671e-05,4.18011e-05
637,1.43595e-05,1.46154e-05
638,3.22981e-05,3.34492e-05
639,0.000105676,0.000106894
640,2.02455e-05,2.04377e-05
641,1.55654e-05,1.55165e-05
642,2.66154e-05,2.66512e-05
643,1.57418e-05,1.6332e-05
644,9.94708e-05,9.99276e-05
645,2.89567e-05,2.90074e-05
646,1.98983e-05,2.09356e-05
647,2.20638e-05,2.24092e-05
648,4.00325e-05,3.90119e-05
649,3.66285e-05,3.61293e-05
650,4.19002e-05,4.27101e-05
651,4.71365e-05,4.86125e-05
652,3.1508e-05,3.20655e-05
653,4.88389e-05,4.97708e-05
654,3.90717e-05,4.0248e-05
655,1.80938e-05,1.80397e-05
656,9.4357e-05,9.47083e-05
657,1.60865e-05,1.64235e-05
658,2.95114e-05,2.91463e-05
659,2.86864e-05,2.85496e-05
660,1.3075e-05,1.32838e-05
661,2.21274e-05,2.23254e-05
662,3.0909e-05,3.12224e-05
663,5.36001e-05,5.35156e-05
664,3.78985e-05,3.72888e-05
665,2.28445e-05,2.3193e-05
666,5.16471e-05,5.0732e-05
667,2.26086e-05,2.2579e-05
668,0.000285881,0.000289757
669,4.48389e-05,4.4956e-05
670,4.44877e-05,4.48678e-05
671,7.3542e-05,7.26628e-05
672,1.76297e-05,1.81885e-05
673,2.30164e-05,2.26533e-05
674,2.18564e-05,2.20688e-05
675,0.000139975,0.000139931
676,1.99433e-05,2.01225e-05
677,0.000100138,9.97653e-05
678,2.741e-05,2.91357e-05
679,5.41836e-05,5.65343e-05
680,2.70266e-05,2.71919e-05
681,2.39978e-05,2.37966e-05
682,1.52214e-05,1.52708e-05
683,9.71522e-05,9.5904e-05
684,1.75318e-05,1.72943e-05
685,5.54063e-05,5.57268e-05
686,0.000148392,0.000148516
687,5.99838e-05,6.09437e-05
688,3.27343e-05,3.14568e-05
689,1.90583e-05,1.88435e-05
690,0.000265161,0.000265647
691,5.87228e-05,5.93426e-05
692,8.47029e-05,8.40588e-05
693,2.42304e-05,2.43738e-05
694,1.59467e-05,1.54696e-05
695,2.90206e-05,2.93749e-05
696,3.12421e-05,3.01616e-05
697,2.04023e-05,2.06387e-05
698,3.88188e-05,3.87683e-05
699,0.000165751,0.000160993
700,5.81122e-05,5.97062e-05
701,0.000242112,0.000246813
702,3.39081e-05,3.3062e-05
703,2.0952e-05,2.07787e-05
704,9.46936e-05,9.67116e-05
705,2.24501e-05,2.32796e-05
706,4.44626e-05,4.6215e-05
707,0.000213529,0.000213507
708,2.86969e-05,2.93867e-05
709,3.50255e-05,3.6956e-05
710,5.55587e-05,5.57268e-05
711,0.000156916,0.000157486
712,3.82131e-05,3.95576e-05
713,4.08265e-05,4.34734e-05
714,8.62584e-05,8.81293e-05
715,1.97926e-05,2.0317e-05
716,5.14114e-05,5.28421e-05
717,3.02232e-05,3.1406e-05
718,2.31065e-05,2.37469e-05
719,5.94447e-05,5.84461e-05
720,0.000112647,0.000114141
721,3.62338e-05,3.59131e-05
722,0.00037921,0.000384861
723,2.21099e-05,2.32866e-05
724,4.6991e-05,4.49326e-05
725,2.25239e-05,2.39232e-05
726,9.51446e-05,9.6299e-05
727,2.17289e-05,2.27521e-05
728,3.06603e-05,3.21421e-05
729,0.000222386,0.000223843
730,2.48721e-05,2.6008e-05
731,4.33946e-05,4.35519e-05
732,2.99532e-05,2.99653e-05
733,3.13087e-05,3.15017e-05
734,3.02223e-05,3.21504e-05
735,2.67101e-05,2.75678e-05
736,3.02999e-05,3.09551e-05
737,3.26402e-05,3.28906e-05
738,3.29318e-05,3.40197e-05
739,2.19868e-05,2.24879e-05
740,0.000166387,0.000167059
741,3.52228e-05,3.64496e-05
742,0.000174105,0.000175849
743,2.1866e-05,2.27089e-05
744,0.000203766,0.000204119
745,0.000136068,0.000137762
746,2.63642e-05,2.62871e-05
747,5.25018e-05,5.35459e-05
748,3.34753e-05,3.31696e-05
749,2.26363e-05,2.37663e-05
750,6.24202e-05,6.36079e-05
751,2.47957e-05,2.63963e-05
752,7.17646e-05,7.33047e-05
753,2.9533e-05,3.11972e-05
754,8.01497e-05,8.01832e-05
755,0.000245367,0.000243863
756,0.000129252,0.0001283
757,6.35879e-05,6.52397e-05
758,4.08309e-05,4.261e-05
759,5.96948e-05,5.91019e-05
760,7.38585e-05,7.52255e-05
761,0.000117419,0.000118189
762,7.81842e-05,7.85194e-05
763,4.45301e-05,4.51207e-05
764,0.000121159,0.000121467
765,0.000153688,0.000157866
766,7.15898e-05,7.19469e-05
767,2.846e-05,2.88563e-05
768,4.78602e-05,4.81103e-05
769,4.35631e-05,4.35759e-05
770,6.32829e-05,6.41053e-05
771,0.00010384,0.00010277
772,7.37182e-05,7.46931e-05
773,5.68995e-05,5.70983e-05
774,0.000191988,0.000196012
775,3.04405e-05,3.09352e-05
776,8.30988e-05,8.38509e-05
777,6.31159e-05,6.47567e-05
778,2.58261e-05,2.64859e-05
779,2.57657e-05,2.58019e-05
780,2.43279e-05,2.44962e-05
781,0.000102459,0.000102646
782,2.49135e-05,2.5166e-05
783,9.55934e-05,9.72519e-05
784,0.000176433,0.000176051
785,5.47348e-05,5.46138e-05
786,4.10027e-05,4.18244e-05
787,2.40588e-05,2.43175e-05
788,2.38797e-05,2.42882e-05
789,4.21003e-05,4.29848e-05
790,0.000217478,0.000218823
791,4.58837e-05,4.53886e-05
792,5.89011e-05,5.75305e-05
793,8.672e-05,8.91188e-05
794,2.44812e-05,2.37281e-05
795,7.15483e-05,7.26562e-05
796,3.58327e-05,3.67446e-05
797,2.27954e-05,2.1742e-05
798,2.17904e-05,2.21032e-05
799,0.000164873,0.000168952
800,4.87873e-05,4.80417e-05
801,6.40005e-05,6.36125e-05
802,3.87489e-05,3.73416e-05
803,3.37973e-05,3.4437e-05
804,3.91889e-05,3.74571e-05
805,3.34094e-05,3.20087e-05
806,2.88436e-05,2.77803e-05
807,6.5796e-05,6.84797e-05
808,2.42568e-05,2.47724e-05
809,2.85971e-05,2.83829e-05
810,7.30241e-05,7.61914e-05
811,5.32419e-05,5.23787e-05
812,0.000256718,0.000261918
813,5.13155e-05,5.26853e-05
814,6.48491e-05,6.61576e-05
815,2.71957e-05,2.63824e-05
816,3.09677e-05,3.08076e-05
817,0.000198547,0.000196657
818,0.000139742,0.000142498
819,3.87857e-05,3.83501e-05
820,4.56169e-05,4.69278e-05
821,0.000224097,0.000226333
822,0.000457295,0.000458777
823,6.79756e-05,6.8446e-05
824,0.000368511,0.000362899
825,5.16254e-05,5.21161e-05
826,3.66624e-05,3.59859e-05
827,3.04262e-05,3.00214e-05
828,5.87501e-05,5.70358e-05
829,6.08816e-05,5.98648e-05
830,8.41382e-05,8.57638e-05
831,0.000169608,0.00016818
832,6.99431e-05,6.78767e-05
833,0.000101556,0.000103634
834,7.09564e-05,6.98181e-05
835,3.58346e-05,3.53874e-05
836,0.000248334,0.000252816
